psql:supabase_clean.sql:15359: ERROR:  insert or update on table "identities" violates foreign key constraint "identities_user_id_fkey"
psql:supabase_clean.sql:15415: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(11637023-1ab8-40f5-991c-65af56c97ac2) is not present in table "sessions".
psql:supabase_clean.sql:15416: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(68675623-8cec-4d75-8016-8fdcfb4f19d4) is not present in table "sessions".
psql:supabase_clean.sql:15417: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(ac35549e-60b3-474b-bc57-5c24742de20e) is not present in table "sessions".
psql:supabase_clean.sql:15418: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(b3ba0303-748d-4390-89a5-23d176c453b3) is not present in table "sessions".
psql:supabase_clean.sql:15419: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(b6e4ce68-247e-49f8-bd29-2e81b67ba011) is not present in table "sessions".
psql:supabase_clean.sql:15420: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(f864dd1a-0928-4ba7-92a6-d0c9177c2501) is not present in table "sessions".
psql:supabase_clean.sql:15421: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(e2f1ca13-5df0-457d-adc3-91dd8f3a2eb3) is not present in table "sessions".
psql:supabase_clean.sql:15422: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(8e184148-e553-4fdc-8104-3c625cd2ce46) is not present in table "sessions".
psql:supabase_clean.sql:15423: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(16d5a4e8-73f2-4e88-9b57-08fdf9e2b673) is not present in table "sessions".
psql:supabase_clean.sql:15424: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(89e4a94c-d04b-4a96-b0d8-61cb3bd810ad) is not present in table "sessions".
psql:supabase_clean.sql:15425: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(edf9ba84-1c96-477c-9b70-272a45761f62) is not present in table "sessions".
psql:supabase_clean.sql:15426: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(ca7569ad-fd2c-482f-b9f0-e7f3595ad424) is not present in table "sessions".
psql:supabase_clean.sql:15427: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(9e6852f0-f17d-4e41-9568-1a2a5bd5e037) is not present in table "sessions".
psql:supabase_clean.sql:15428: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15429: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(6d2b7592-e0ed-4ad5-a6c0-c276d5fb45cb) is not present in table "sessions".
psql:supabase_clean.sql:15430: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(5b022858-46d6-4a99-80bb-fd58914d3e5d) is not present in table "sessions".
psql:supabase_clean.sql:15431: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(0ac69c8a-f64a-4f01-8743-6c8e3c05eab9) is not present in table "sessions".
psql:supabase_clean.sql:15432: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(248fb2b7-5fd8-48c7-883b-6f35ba16979a) is not present in table "sessions".
psql:supabase_clean.sql:15433: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(60f479e6-68e7-471e-ab94-40ea50dd023a) is not present in table "sessions".
psql:supabase_clean.sql:15434: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(ee02e93f-eef5-4a49-bede-5c48b702ccb7) is not present in table "sessions".
psql:supabase_clean.sql:15435: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(421d13f9-cf18-4c29-a65c-63321fc64ab0) is not present in table "sessions".
psql:supabase_clean.sql:15436: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(5e2bbaf5-e22e-4cb4-acac-c6c943c5868a) is not present in table "sessions".
psql:supabase_clean.sql:15437: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(73429752-9f79-427b-9fd2-43e3b78f7afa) is not present in table "sessions".
psql:supabase_clean.sql:15438: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(98dd0674-108d-49be-8579-649d3653b07e) is not present in table "sessions".
psql:supabase_clean.sql:15439: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(1944b2a8-1641-40be-9722-4bae59d01749) is not present in table "sessions".
psql:supabase_clean.sql:15440: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(76f1364e-4c23-4bb5-997c-1b4a435ddcac) is not present in table "sessions".
psql:supabase_clean.sql:15441: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(7294065a-efb0-450b-a18a-3495222d9174) is not present in table "sessions".
psql:supabase_clean.sql:15442: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(0e2b7f8f-e3da-4889-8922-134a9eb5965c) is not present in table "sessions".
psql:supabase_clean.sql:15443: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(782d05ac-4516-4704-bfa4-b4ecec0e0c9d) is not present in table "sessions".
psql:supabase_clean.sql:15444: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(cff7f084-dacf-4d93-b87a-ff758fdfbf44) is not present in table "sessions".
psql:supabase_clean.sql:15445: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(07005f54-ec3e-4aaa-a6a2-f1105b3c0705) is not present in table "sessions".
psql:supabase_clean.sql:15446: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(5af1b8ee-403d-45cd-8c54-edd1ea12d1aa) is not present in table "sessions".
psql:supabase_clean.sql:15447: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(844544a3-515f-4c35-b28c-1dbd8594553b) is not present in table "sessions".
psql:supabase_clean.sql:15448: ERROR:  insert or update on table "mfa_amr_claims" violates foreign key constraint "mfa_amr_claims_session_id_fkey"
描述:  Key (session_id)=(3562caec-d4d7-4952-ab56-81c6bb9c3db6) is not present in table "sessions".
psql:supabase_clean.sql:15491: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(98dd0674-108d-49be-8579-649d3653b07e) is not present in table "sessions".
psql:supabase_clean.sql:15492: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(3abe0e90-c3f7-4cf4-b143-3da9a2aea065) is not present in table "sessions".
psql:supabase_clean.sql:15493: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(13475ad1-fa40-4485-9960-91892c498859) is not present in table "sessions".
psql:supabase_clean.sql:15494: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(5ba756c7-b65e-4482-98c6-59141d7f1933) is not present in table "sessions".
psql:supabase_clean.sql:15495: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(7b8530bb-30bd-4f2c-ae08-0cc8ac7081c0) is not present in table "sessions".
psql:supabase_clean.sql:15496: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(5b022858-46d6-4a99-80bb-fd58914d3e5d) is not present in table "sessions".
psql:supabase_clean.sql:15497: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(7b8530bb-30bd-4f2c-ae08-0cc8ac7081c0) is not present in table "sessions".
psql:supabase_clean.sql:15498: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(60f479e6-68e7-471e-ab94-40ea50dd023a) is not present in table "sessions".
psql:supabase_clean.sql:15499: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(7b8530bb-30bd-4f2c-ae08-0cc8ac7081c0) is not present in table "sessions".
psql:supabase_clean.sql:15500: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(60250f67-bc11-4163-8f4e-761ff376d902) is not present in table "sessions".
psql:supabase_clean.sql:15501: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(7b8530bb-30bd-4f2c-ae08-0cc8ac7081c0) is not present in table "sessions".
psql:supabase_clean.sql:15502: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(421d13f9-cf18-4c29-a65c-63321fc64ab0) is not present in table "sessions".
psql:supabase_clean.sql:15503: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(7b8530bb-30bd-4f2c-ae08-0cc8ac7081c0) is not present in table "sessions".
psql:supabase_clean.sql:15504: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c54342d5-ff13-4b8e-9dab-599a53025d06) is not present in table "sessions".
psql:supabase_clean.sql:15505: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(7b8530bb-30bd-4f2c-ae08-0cc8ac7081c0) is not present in table "sessions".
psql:supabase_clean.sql:15506: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(16a52e73-ba72-4bf4-9a10-9111293dfcaf) is not present in table "sessions".
psql:supabase_clean.sql:15507: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(782d05ac-4516-4704-bfa4-b4ecec0e0c9d) is not present in table "sessions".
psql:supabase_clean.sql:15508: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15509: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(b13d8172-8efe-48db-9dab-0177283c86b5) is not present in table "sessions".
psql:supabase_clean.sql:15510: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(07005f54-ec3e-4aaa-a6a2-f1105b3c0705) is not present in table "sessions".
psql:supabase_clean.sql:15511: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(68675623-8cec-4d75-8016-8fdcfb4f19d4) is not present in table "sessions".
psql:supabase_clean.sql:15512: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15513: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(b3ba0303-748d-4390-89a5-23d176c453b3) is not present in table "sessions".
psql:supabase_clean.sql:15514: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15515: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(89e4a94c-d04b-4a96-b0d8-61cb3bd810ad) is not present in table "sessions".
psql:supabase_clean.sql:15516: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15517: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(3562caec-d4d7-4952-ab56-81c6bb9c3db6) is not present in table "sessions".
psql:supabase_clean.sql:15518: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(89e4a94c-d04b-4a96-b0d8-61cb3bd810ad) is not present in table "sessions".
psql:supabase_clean.sql:15519: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15520: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(3562caec-d4d7-4952-ab56-81c6bb9c3db6) is not present in table "sessions".
psql:supabase_clean.sql:15521: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15522: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15523: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(c641a98d-5483-4bc8-9ac8-0025f3c3aea6) is not present in table "sessions".
psql:supabase_clean.sql:15524: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(89e4a94c-d04b-4a96-b0d8-61cb3bd810ad) is not present in table "sessions".
psql:supabase_clean.sql:15525: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(89e4a94c-d04b-4a96-b0d8-61cb3bd810ad) is not present in table "sessions".
psql:supabase_clean.sql:15526: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(ac35549e-60b3-474b-bc57-5c24742de20e) is not present in table "sessions".
psql:supabase_clean.sql:15527: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(b22d54e3-1e98-4ea4-94f9-0b6d998ae45a) is not present in table "sessions".
psql:supabase_clean.sql:15528: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(3cd134de-3757-47b7-9267-c0360cf48bb5) is not present in table "sessions".
psql:supabase_clean.sql:15529: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(1944b2a8-1641-40be-9722-4bae59d01749) is not present in table "sessions".
psql:supabase_clean.sql:15530: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(822267d5-aaae-479a-9690-f775f46f5fd6) is not present in table "sessions".
psql:supabase_clean.sql:15531: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(7b8530bb-30bd-4f2c-ae08-0cc8ac7081c0) is not present in table "sessions".
psql:supabase_clean.sql:15532: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
描述:  Key (session_id)=(fb6172de-eeb7-45b4-8436-7e6914a7524a) is not present in table "sessions".
psql:supabase_clean.sql:15533: ERROR:  insert or update on table "refresh_tokens" violates foreign key constraint "refresh_tokens_session_id_fkey"
